OrderID,OrderDate,ShipDate,Region,State,Category,Sub-Category,Quantity,UnitPrice,Discount,Sales,Cost,Profit,CustomerName,Segment,ShipMode,Year,Month,OrderWeek,DeliveryDays,ProfitMargin
ORD-2025-100898,2024-02-26,2024-03-04,Central,Michigan,Office Supplies,Paper,4,22.52,0.0,90.08,41.03,49.05,Tanya Ochoa,Corporate,Standard Class,2024,2024-02,9,7,0.5445159857904085
ORD-2026-100899,2022-11-27,2022-11-30,South,Tennessee,Office Supplies,Paper,2,19.97,0.05,37.94,17.82,20.12,Brittany Kim,Corporate,Standard Class,2022,2022-11,47,3,0.5303110173958883
ORD-2024-100900,2022-03-23,2022-03-24,South,Florida,Office Supplies,Paper,6,17.65,0.0,105.9,50.81,55.09,Scott Brooks,Consumer,Standard Class,2022,2022-03,12,1,0.5202077431539188
ORD-2025-100901,2024-05-02,2024-05-05,South,Georgia,Office Supplies,Binders,3,17.27,0.05,49.22,22.35,26.87,Diane Buchanan,Home Office,Standard Class,2024,2024-05,18,3,0.545916294189354
ORD-2026-100902,2022-11-27,2022-11-30,West,Nevada,Office Supplies,Storage,1,16.94,0.15,14.4,8.22,6.18,Raymond Davis,Consumer,Second Class,2022,2022-11,47,3,0.42916666666666664
ORD-2024-100903,2024-05-27,2024-06-01,West,Washington,Office Supplies,Binders,4,20.59,0.05,78.24,36.29,41.95,Brian Scott,Consumer,First Class,2024,2024-05,22,5,0.5361707566462168
ORD-2025-100904,2023-04-12,2023-04-14,South,Tennessee,Furniture,Chairs,5,216.24,0.0,1081.2,725.18,356.02,Lawrence Johnson,Consumer,Standard Class,2023,2023-04,15,2,0.32928227894931555
ORD-2026-100905,2022-10-23,2022-10-30,Central,Ohio,Office Supplies,Binders,5,19.18,0.15,81.52,45.52,36.0,Marissa Reeves,Consumer,Standard Class,2022,2022-10,42,7,0.4416094210009814
ORD-2024-100906,2022-07-30,2022-08-06,East,New Jersey,Office Supplies,Labels,1,22.17,0.15,18.84,10.44,8.4,Julie Higgins,Home Office,Second Class,2022,2022-07,30,7,0.445859872611465
ORD-2025-100907,2022-06-02,2022-06-04,West,California,Technology,Phones,5,744.55,0.05,3536.61,2064.84,1471.77,Mark Trevino DVM,Home Office,Standard Class,2022,2022-06,22,2,0.41615275645321365
ORD-2026-100908,2022-12-07,2022-12-08,South,Florida,Office Supplies,Binders,2,19.71,0.0,39.42,16.86,22.56,Sean Walker,Consumer,Second Class,2022,2022-12,49,1,0.5722983257229832
ORD-2024-100909,2024-07-06,2024-07-08,West,Washington,Office Supplies,Storage,7,16.62,0.0,116.34,49.92,66.42,Bernard Romero,Consumer,Second Class,2024,2024-07,27,2,0.5709128416709645
ORD-2025-100910,2022-07-29,2022-07-31,West,Washington,Office Supplies,Binders,3,15.91,0.1,42.96,20.69,22.27,Fernando Fisher,Home Office,First Class,2022,2022-07,30,2,0.5183891992551211
ORD-2026-100911,2022-12-23,2022-12-26,West,California,Furniture,Tables,3,243.02,0.0,729.06,449.77,279.29,David Peterson,Consumer,Standard Class,2022,2022-12,51,3,0.38308232518585583
ORD-2024-100912,2024-02-16,2024-02-21,East,Massachusetts,Furniture,Tables,2,271.82,0.05,516.46,356.53,159.93,Suzanne Wade,Consumer,First Class,2024,2024-02,7,5,0.3096658018045928
ORD-2025-100913,2024-09-20,2024-09-22,Central,Michigan,Office Supplies,Labels,2,19.14,0.0,38.28,18.17,20.11,Chad Kemp,Corporate,Second Class,2024,2024-09,38,2,0.5253396029258098
ORD-2026-100914,2023-07-29,2023-08-05,South,Tennessee,Furniture,Tables,3,188.66,0.1,509.38,361.38,148.0,Michael Steele,Consumer,Second Class,2023,2023-07,30,7,0.290549295221642
ORD-2024-100915,2022-12-02,2022-12-05,East,Pennsylvania,Technology,Copiers,6,633.8,0.0,3802.8,2305.17,1497.63,Adam Lara,Consumer,Second Class,2022,2022-12,48,3,0.39382297254654464
ORD-2025-100916,2024-06-20,2024-06-23,South,Georgia,Office Supplies,Binders,3,21.58,0.05,61.5,30.14,31.36,Rita Hayes,Consumer,Standard Class,2024,2024-06,25,3,0.5099186991869918
ORD-2026-100917,2023-04-24,2023-04-27,South,Georgia,Technology,Accessories,4,669.4,0.0,2677.6,1676.26,1001.34,Michael Johnson,Home Office,Standard Class,2023,2023-04,17,3,0.373969226172692
ORD-2024-100918,2024-02-27,2024-03-03,Central,Illinois,Furniture,Furnishings,3,310.75,0.05,885.64,607.37,278.27,Lee Washington,Consumer,Standard Class,2024,2024-02,9,5,0.31420215889074565
ORD-2025-100919,2023-11-15,2023-11-16,West,Nevada,Office Supplies,Paper,1,19.83,0.0,19.83,9.61,10.22,Kelly Carr,Corporate,First Class,2023,2023-11,46,1,0.5153807362581947
ORD-2026-100920,2022-01-10,2022-01-13,West,Nevada,Office Supplies,Labels,3,16.48,0.05,46.97,24.16,22.81,Michael Flores,Corporate,Standard Class,2022,2022-01,2,3,0.4856291249733872
ORD-2024-100921,2022-01-08,2022-01-11,Central,Ohio,Office Supplies,Paper,3,19.04,0.05,54.26,24.91,29.35,Amber Adams,Consumer,First Class,2022,2022-01,1,3,0.540914117213417
ORD-2025-100922,2022-07-22,2022-07-27,South,North Carolina,Office Supplies,Storage,6,18.86,0.0,113.16,48.57,64.59,Mrs. Angela Zimmerman,Consumer,Standard Class,2022,2022-07,29,5,0.5707847295864263
ORD-2026-100923,2024-02-27,2024-02-28,Central,Texas,Technology,Phones,2,634.59,0.0,1269.18,706.56,562.62,Michelle Sullivan,Consumer,Second Class,2024,2024-02,9,1,0.4432940954001796
ORD-2024-100924,2024-02-13,2024-02-16,Central,Illinois,Office Supplies,Storage,3,24.45,0.1,66.02,34.38,31.64,Matthew Smith,Consumer,Second Class,2024,2024-02,7,3,0.47924871251136025
ORD-2025-100925,2023-12-08,2023-12-09,East,Massachusetts,Office Supplies,Paper,2,21.11,0.0,42.22,19.26,22.96,Danny Harper,Consumer,Second Class,2023,2023-12,49,1,0.5438180956892469
ORD-2026-100926,2022-02-12,2022-02-19,Central,Illinois,Office Supplies,Paper,5,19.2,0.2,76.8,41.2,35.6,James Salinas,Consumer,First Class,2022,2022-02,6,7,0.4635416666666667
ORD-2024-100927,2023-08-04,2023-08-05,South,Florida,Office Supplies,Labels,5,19.72,0.0,98.6,42.75,55.85,Christopher Cook,Corporate,Standard Class,2023,2023-08,31,1,0.5664300202839757
ORD-2025-100928,2022-09-04,2022-09-09,East,Massachusetts,Furniture,Furnishings,4,256.43,0.2,820.58,604.93,215.65,Janet Brown,Home Office,Standard Class,2022,2022-09,35,5,0.2628019205927515
ORD-2026-100929,2023-02-27,2023-03-02,West,Oregon,Office Supplies,Labels,3,19.94,0.0,59.82,28.26,31.56,Martin Perez,Consumer,Standard Class,2023,2023-02,9,3,0.5275827482447342
ORD-2024-100930,2022-02-01,2022-02-02,South,Georgia,Office Supplies,Paper,1,19.34,0.2,15.47,8.45,7.02,Laura Sanders,Corporate,Standard Class,2022,2022-02,5,1,0.45378151260504196
ORD-2025-100931,2023-02-20,2023-02-25,East,Pennsylvania,Furniture,Tables,5,253.95,0.0,1269.75,775.27,494.48,Michael Robinson,Consumer,First Class,2023,2023-02,8,5,0.3894309903524316
ORD-2026-100932,2022-02-03,2022-02-06,Central,Ohio,Technology,Accessories,1,748.02,0.1,673.22,421.29,251.93,Kenneth Brown,Home Office,Second Class,2022,2022-02,5,3,0.37421645227414513
ORD-2024-100933,2022-05-25,2022-05-28,West,Nevada,Furniture,Chairs,4,278.59,0.0,1114.36,754.98,359.38,Lisa Blake,Home Office,Standard Class,2022,2022-05,21,3,0.32249901288632044
ORD-2025-100934,2022-11-05,2022-11-08,East,New York,Furniture,Furnishings,3,241.0,0.0,723.0,433.28,289.72,Mary Coleman,Home Office,Second Class,2022,2022-11,44,3,0.40071922544951594
ORD-2026-100935,2024-09-16,2024-09-17,West,Washington,Furniture,Tables,2,233.12,0.2,372.99,289.77,83.22,Robert Mcdonald,Home Office,First Class,2024,2024-09,38,1,0.223115901230596
ORD-2024-100936,2024-03-16,2024-03-18,East,New Jersey,Furniture,Furnishings,4,298.14,0.0,1192.56,749.6,442.96,Madison Lee DVM,Corporate,Second Class,2024,2024-03,11,2,0.37143623800898906
ORD-2025-100937,2023-08-18,2023-08-23,East,Pennsylvania,Office Supplies,Binders,4,21.14,0.05,80.33,40.65,39.68,Elizabeth Joseph,Consumer,Second Class,2023,2023-08,33,5,0.4939624050790489
ORD-2026-100938,2022-05-11,2022-05-14,East,New York,Technology,Computers,5,613.97,0.0,3069.85,1846.69,1223.16,Samuel Shepard,Consumer,Standard Class,2022,2022-05,19,3,0.3984429206638761
ORD-2024-100939,2023-03-22,2023-03-27,West,Nevada,Technology,Phones,2,683.66,0.1,1230.59,816.47,414.12,Joshua Greer,Corporate,Standard Class,2023,2023-03,12,5,0.3365215059443032
ORD-2025-100940,2024-03-24,2024-03-27,West,Washington,Furniture,Furnishings,1,269.98,0.05,256.48,159.21,97.27,Kathleen Santos,Consumer,Standard Class,2024,2024-03,12,3,0.3792498440424204
ORD-2026-100941,2023-08-19,2023-08-24,East,New Jersey,Technology,Phones,6,573.64,0.0,3441.84,2041.45,1400.39,Angelica Blevins,Corporate,First Class,2023,2023-08,33,5,0.40687248680938104
ORD-2024-100942,2023-08-24,2023-08-29,Central,Texas,Technology,Accessories,2,720.6,0.0,1441.2,917.73,523.47,Catherine Dennis,Consumer,Standard Class,2023,2023-08,34,5,0.363218151540383
ORD-2025-100943,2022-09-27,2022-09-30,East,Massachusetts,Furniture,Tables,1,205.53,0.05,195.25,121.67,73.58,Justin Smith,Consumer,Second Class,2022,2022-09,39,3,0.37685019206145964
ORD-2026-100944,2022-03-21,2022-03-26,Central,Illinois,Technology,Copiers,4,796.74,0.05,3027.61,1957.34,1070.27,Dr. Jonathan Baldwin Jr.,Consumer,First Class,2022,2022-03,12,5,0.3535032583456918
ORD-2024-100945,2024-02-22,2024-02-25,Central,Illinois,Furniture,Furnishings,2,218.03,0.1,392.45,276.41,116.04,Darlene Stewart,Home Office,Standard Class,2024,2024-02,8,3,0.29568097846859476
ORD-2025-100946,2022-06-27,2022-07-02,Central,Illinois,Office Supplies,Paper,1,15.96,0.0,15.96,7.11,8.85,Kevin Smith,Home Office,Standard Class,2022,2022-06,26,5,0.5545112781954886
ORD-2026-100947,2022-12-29,2023-01-01,Central,Michigan,Technology,Accessories,3,593.92,0.0,1781.76,1074.48,707.28,Barbara Robertson,Home Office,Standard Class,2022,2022-12,52,3,0.39695581896551724
ORD-2024-100948,2024-01-26,2024-01-28,Central,Ohio,Technology,Phones,4,596.72,0.0,2386.88,1329.6,1057.28,Eddie Walker,Corporate,Second Class,2024,2024-01,4,2,0.4429548196809223
ORD-2025-100949,2024-01-14,2024-01-17,South,North Carolina,Technology,Phones,2,789.22,0.15,1341.67,939.26,402.41,Brandi Wong,Corporate,Second Class,2024,2024-01,2,3,0.2999321740815551
ORD-2026-100950,2022-01-26,2022-01-29,Central,Illinois,Furniture,Furnishings,3,240.29,0.15,612.74,461.34,151.4,Amanda Carter,Home Office,Standard Class,2022,2022-01,4,3,0.24708685576263995
ORD-2024-100951,2023-02-27,2023-03-04,South,Georgia,Technology,Phones,4,676.86,0.0,2707.44,1696.67,1010.77,Derrick Weaver,Consumer,First Class,2023,2023-02,9,5,0.3733305262535827
ORD-2025-100952,2024-05-10,2024-05-13,East,Pennsylvania,Furniture,Tables,3,283.53,0.0,850.59,523.67,326.92,Jill Lewis,Corporate,Standard Class,2024,2024-05,19,3,0.38434498406988093
ORD-2026-100953,2024-08-10,2024-08-17,West,Nevada,Office Supplies,Labels,1,21.07,0.05,20.02,9.92,10.1,Harold George,Corporate,Standard Class,2024,2024-08,32,7,0.5044955044955045
ORD-2024-100954,2022-03-04,2022-03-09,Central,Michigan,Office Supplies,Binders,3,19.33,0.15,49.29,27.91,21.38,Colleen Johnson,Consumer,Standard Class,2022,2022-03,9,5,0.4337593832420369
ORD-2025-100955,2022-05-23,2022-05-26,East,Pennsylvania,Furniture,Bookcases,5,274.2,0.0,1371.0,833.85,537.15,Daniel Smith,Home Office,Standard Class,2022,2022-05,21,3,0.39179431072210064
ORD-2026-100956,2022-08-04,2022-08-11,West,Washington,Office Supplies,Storage,2,19.45,0.0,38.9,16.8,22.1,Daniel Becker,Consumer,Standard Class,2022,2022-08,31,7,0.5681233933161954
ORD-2024-100957,2024-08-30,2024-09-02,West,Nevada,Office Supplies,Storage,6,23.5,0.05,133.95,64.86,69.09,Alicia Johnson,Consumer,Same Day,2024,2024-08,35,3,0.5157894736842106
ORD-2025-100958,2022-04-28,2022-05-01,Central,Ohio,Technology,Accessories,1,572.0,0.0,572.0,335.23,236.77,Brett Sexton,Consumer,First Class,2022,2022-04,17,3,0.41393356643356644
ORD-2026-100959,2022-11-26,2022-11-29,East,Massachusetts,Technology,Phones,6,801.91,0.1,4330.31,2799.86,1530.45,Christopher Lawson,Corporate,First Class,2022,2022-11,47,3,0.3534273527761292
ORD-2024-100960,2024-03-29,2024-03-31,West,California,Technology,Computers,3,744.76,0.0,2234.28,1291.26,943.02,Andrea Mueller,Corporate,Standard Class,2024,2024-03,13,2,0.422068854396047
ORD-2025-100961,2023-08-24,2023-08-26,West,Washington,Furniture,Chairs,3,252.07,0.0,756.21,491.37,264.84,Laura Diaz,Consumer,Standard Class,2023,2023-08,34,2,0.3502201769349783
ORD-2026-100962,2022-11-28,2022-12-03,South,Florida,Furniture,Bookcases,4,246.02,0.0,984.08,624.97,359.11,Tabitha Stewart,Consumer,Standard Class,2022,2022-11,48,5,0.36491951873831396
ORD-2024-100963,2023-02-03,2023-02-06,East,Pennsylvania,Office Supplies,Storage,4,18.06,0.0,72.24,32.85,39.39,Jonathan Oliver,Consumer,Second Class,2023,2023-02,5,3,0.545265780730897
ORD-2025-100964,2023-08-28,2023-09-02,South,Georgia,Technology,Copiers,4,840.88,0.0,3363.52,2071.34,1292.18,Brittany Miller,Consumer,Standard Class,2023,2023-08,35,5,0.3841749119969556
ORD-2026-100965,2022-06-11,2022-06-14,Central,Texas,Office Supplies,Paper,4,17.6,0.0,70.4,32.18,38.22,Kimberly Hughes,Consumer,Same Day,2022,2022-06,23,3,0.5428977272727272
ORD-2024-100966,2022-09-14,2022-09-15,East,New Jersey,Technology,Computers,2,786.79,0.0,1573.58,984.5,589.08,Doris Lucas,Corporate,Standard Class,2022,2022-09,37,1,0.37435656274228196
ORD-2025-100967,2023-03-31,2023-04-07,South,Georgia,Office Supplies,Labels,4,16.24,0.0,64.96,30.55,34.41,Savannah Perkins,Consumer,Standard Class,2023,2023-03,13,7,0.5297105911330049
ORD-2026-100968,2024-06-29,2024-07-06,Central,Texas,Technology,Accessories,2,734.2,0.2,1174.72,848.18,326.54,Daniel Butler,Consumer,Standard Class,2024,2024-06,26,7,0.277972623263416
ORD-2024-100969,2023-02-14,2023-02-17,Central,Illinois,Office Supplies,Binders,7,22.64,0.0,158.48,78.36,80.12,Michelle Tanner,Consumer,Standard Class,2023,2023-02,7,3,0.50555275113579
ORD-2025-100970,2024-03-22,2024-03-27,Central,Illinois,Office Supplies,Binders,2,21.17,0.0,42.34,19.17,23.17,Jerome Eaton,Home Office,Same Day,2024,2024-03,12,5,0.5472366556447803
ORD-2026-100971,2023-07-29,2023-08-01,Central,Texas,Technology,Computers,1,662.29,0.0,662.29,394.63,267.66,James Mccall,Corporate,Standard Class,2023,2023-07,30,3,0.40414320010871374
ORD-2024-100972,2024-08-01,2024-08-04,South,Tennessee,Office Supplies,Storage,4,19.03,0.0,76.12,33.79,42.33,David Rowland,Home Office,Standard Class,2024,2024-08,31,3,0.5560956384655806
ORD-2025-100973,2023-06-26,2023-07-01,West,Washington,Technology,Computers,5,719.6,0.0,3598.0,2115.99,1482.01,Edgar Moore,Consumer,Standard Class,2023,2023-06,26,5,0.4118982768204558
ORD-2026-100974,2022-03-25,2022-03-26,West,Washington,Technology,Copiers,5,631.98,0.0,3159.9,1887.35,1272.55,Elizabeth Chang,Consumer,Second Class,2022,2022-03,12,1,0.40271844045697647
ORD-2024-100975,2023-01-11,2023-01-14,East,New York,Technology,Copiers,3,819.61,0.2,1967.06,1439.96,527.1,Kathleen Reyes MD,Consumer,Second Class,2023,2023-01,2,3,0.26796335648124614
ORD-2025-100976,2024-03-03,2024-03-06,Central,Texas,Technology,Copiers,4,818.76,0.0,3275.04,1804.59,1470.45,Tom Wang,Corporate,Standard Class,2024,2024-03,9,3,0.4489868826029606
ORD-2026-100977,2022-10-16,2022-10-23,East,New Jersey,Office Supplies,Labels,2,19.99,0.0,39.98,17.89,22.09,Cindy Jackson,Consumer,First Class,2022,2022-10,41,7,0.5525262631315658
ORD-2024-100978,2023-04-21,2023-04-26,Central,Michigan,Office Supplies,Binders,5,17.44,0.0,87.2,39.81,47.39,Craig Pearson,Consumer,First Class,2023,2023-04,16,5,0.5434633027522936
ORD-2025-100979,2023-10-23,2023-10-28,East,Pennsylvania,Office Supplies,Paper,7,21.72,0.0,152.04,65.21,86.83,Jessica Wiggins,Consumer,Standard Class,2023,2023-10,43,5,0.571099710602473
ORD-2026-100980,2022-02-04,2022-02-09,South,Tennessee,Office Supplies,Binders,2,19.06,0.1,34.31,17.37,16.94,Scott Lawson,Consumer,Standard Class,2022,2022-02,5,5,0.493733605362868
ORD-2024-100981,2024-09-08,2024-09-11,Central,Texas,Office Supplies,Paper,4,24.16,0.2,77.31,42.17,35.14,Emily Flores,Consumer,Second Class,2024,2024-09,36,3,0.45453369551157674
ORD-2025-100982,2024-07-18,2024-07-23,West,California,Furniture,Bookcases,5,261.53,0.0,1307.65,836.86,470.79,Gregory Allen,Consumer,First Class,2024,2024-07,29,5,0.36002753030245094
ORD-2026-100983,2022-08-28,2022-08-31,East,New Jersey,Furniture,Chairs,2,218.07,0.1,392.53,275.04,117.49,David Herrera,Home Office,Standard Class,2022,2022-08,34,3,0.299314702060989
ORD-2024-100984,2023-04-02,2023-04-05,Central,Michigan,Furniture,Tables,1,261.45,0.0,261.45,168.32,93.13,Derrick Knapp,Consumer,Standard Class,2023,2023-04,13,3,0.3562057754828839
ORD-2025-100985,2022-01-07,2022-01-08,Central,Texas,Office Supplies,Labels,2,19.08,0.15,32.44,17.13,15.31,Carolyn Quinn,Corporate,Standard Class,2022,2022-01,1,1,0.47194821208384713
ORD-2026-100986,2024-06-19,2024-06-24,West,Oregon,Furniture,Bookcases,6,272.2,0.15,1388.22,1090.7,297.52,Christopher Sanchez,Consumer,Second Class,2024,2024-06,25,5,0.21431761536355906
ORD-2024-100987,2024-02-07,2024-02-10,East,New Jersey,Technology,Accessories,5,559.62,0.0,2798.1,1664.05,1134.05,Jesus Ellison,Consumer,Second Class,2024,2024-02,6,3,0.40529287730960295
ORD-2025-100988,2023-06-11,2023-06-14,West,Nevada,Office Supplies,Storage,3,25.02,0.05,71.31,33.9,37.41,Lisa Martin,Corporate,Standard Class,2023,2023-06,23,3,0.5246108540176693
ORD-2026-100989,2024-06-17,2024-06-20,Central,Michigan,Technology,Computers,2,622.2,0.05,1182.18,767.62,414.56,Jeffrey Osborn,Corporate,Standard Class,2024,2024-06,25,3,0.3506741782131317
ORD-2024-100990,2024-04-22,2024-04-25,South,Georgia,Furniture,Chairs,6,213.72,0.0,1282.32,871.83,410.49,Mr. Tony Butler,Home Office,Standard Class,2024,2024-04,17,3,0.320115103874228
ORD-2025-100991,2024-04-29,2024-05-01,West,Oregon,Furniture,Bookcases,3,237.47,0.1,641.17,458.1,183.07,Teresa Curry,Corporate,Standard Class,2024,2024-04,18,2,0.28552489979256673
ORD-2026-100992,2024-08-03,2024-08-06,Central,Texas,Furniture,Bookcases,4,251.26,0.0,1005.04,604.78,400.26,Megan Williamson,Corporate,Second Class,2024,2024-08,31,3,0.3982528058584733
ORD-2024-100993,2024-07-03,2024-07-06,Central,Illinois,Technology,Accessories,3,768.89,0.1,2076.0,1330.59,745.41,Dominic Green,Consumer,Standard Class,2024,2024-07,27,3,0.35906069364161847
ORD-2025-100994,2023-12-25,2023-12-30,South,North Carolina,Technology,Accessories,2,660.71,0.0,1321.42,820.31,501.11,Melvin Lewis,Corporate,Second Class,2023,2023-12,52,5,0.3792208381892207
ORD-2026-100995,2024-06-04,2024-06-07,East,New Jersey,Furniture,Tables,3,318.41,0.0,955.23,586.99,368.24,Ronald Miller,Consumer,Standard Class,2024,2024-06,23,3,0.3854987803984381
ORD-2024-100996,2024-09-29,2024-10-02,South,Georgia,Technology,Accessories,5,638.36,0.0,3191.8,1938.76,1253.04,Leah Hoffman,Consumer,Standard Class,2024,2024-09,39,3,0.39258098878375836
ORD-2025-100997,2023-06-13,2023-06-18,West,California,Office Supplies,Labels,2,16.14,0.0,32.28,13.97,18.31,Richard Thompson,Consumer,Standard Class,2023,2023-06,24,5,0.5672242874845105
ORD-2026-100998,2023-01-05,2023-01-08,Central,Illinois,Furniture,Bookcases,3,272.6,0.0,817.8,502.73,315.07,Dawn Webb,Consumer,Standard Class,2023,2023-01,1,3,0.3852653460503791
ORD-2024-100999,2022-11-15,2022-11-16,South,Florida,Office Supplies,Binders,3,20.56,0.1,55.51,28.53,26.98,Terri Chung,Corporate,Standard Class,2022,2022-11,46,1,0.4860385516123221
ORD-2025-101000,2022-03-08,2022-03-13,East,Massachusetts,Office Supplies,Storage,1,23.22,0.15,19.74,10.22,9.52,John Montgomery,Consumer,Standard Class,2022,2022-03,10,5,0.4822695035460993
ORD-2026-101001,2023-08-12,2023-08-15,West,Nevada,Technology,Computers,5,761.67,0.0,3808.35,2304.27,1504.08,Keith Diaz,Consumer,First Class,2023,2023-08,32,3,0.39494269171688523
ORD-2024-101002,2022-01-10,2022-01-13,West,Washington,Office Supplies,Binders,3,22.23,0.0,66.69,28.96,37.73,Kathleen Hickman,Consumer,Standard Class,2022,2022-01,2,3,0.5657519868046184
ORD-2025-101003,2023-01-03,2023-01-06,East,Pennsylvania,Office Supplies,Paper,2,18.73,0.0,37.46,16.1,21.36,Nathan Pierce,Corporate,Second Class,2023,2023-01,1,3,0.5702082221035771
ORD-2026-101004,2024-08-14,2024-08-17,South,Tennessee,Furniture,Furnishings,1,221.06,0.05,210.01,132.95,77.06,Jonathan Johnson,Home Office,Standard Class,2024,2024-08,33,3,0.36693490786153043
ORD-2024-101005,2022-05-09,2022-05-11,East,Massachusetts,Technology,Phones,3,761.65,0.2,1827.96,1318.54,509.42,Jodi Kim,Home Office,Second Class,2022,2022-05,19,2,0.2786822468762993
ORD-2025-101006,2023-04-08,2023-04-13,Central,Michigan,Technology,Copiers,1,547.28,0.0,547.28,339.23,208.05,Megan Humphrey,Corporate,Standard Class,2023,2023-04,14,5,0.3801527554451104
ORD-2026-101007,2023-06-22,2023-06-24,East,Massachusetts,Technology,Computers,1,707.42,0.05,672.05,447.95,224.1,Kaitlyn Barron,Corporate,Standard Class,2023,2023-06,25,2,0.3334573320437468
ORD-2024-101008,2023-02-23,2023-02-26,West,Nevada,Office Supplies,Storage,4,20.26,0.15,68.88,36.86,32.02,Eric Munoz,Corporate,First Class,2023,2023-02,8,3,0.46486643437862957
ORD-2025-101009,2023-05-05,2023-05-08,West,Oregon,Office Supplies,Paper,3,17.3,0.0,51.9,23.83,28.07,Ian Gonzalez,Home Office,First Class,2023,2023-05,18,3,0.5408477842003854
ORD-2026-101010,2022-07-11,2022-07-18,South,Florida,Technology,Copiers,5,607.45,0.0,3037.25,1779.06,1258.19,Brandon Rogers,Consumer,First Class,2022,2022-07,28,7,0.41425302494032434
ORD-2024-101011,2022-03-23,2022-03-26,Central,Texas,Furniture,Furnishings,2,266.71,0.05,506.75,346.66,160.09,Edward Wiggins,Consumer,Standard Class,2022,2022-03,12,3,0.31591514553527383
ORD-2025-101012,2022-06-24,2022-06-29,South,Florida,Office Supplies,Storage,4,16.12,0.2,51.58,29.09,22.49,Judy Brown,Corporate,First Class,2022,2022-06,25,5,0.4360217138425746
ORD-2026-101013,2022-09-12,2022-09-15,South,Florida,Furniture,Furnishings,1,245.74,0.0,245.74,166.57,79.17,Ray Maddox,Consumer,Standard Class,2022,2022-09,37,3,0.3221697729307398
ORD-2024-101014,2024-07-22,2024-07-27,East,Pennsylvania,Office Supplies,Paper,2,20.51,0.0,41.02,17.75,23.27,Mark Vargas,Consumer,Standard Class,2024,2024-07,30,5,0.5672842515845928
ORD-2025-101015,2024-05-14,2024-05-17,East,Massachusetts,Technology,Phones,4,734.53,0.05,2791.21,1622.67,1168.54,Jenny Conner,Corporate,Standard Class,2024,2024-05,20,3,0.41864997617520716
ORD-2026-101016,2023-02-03,2023-02-06,South,Tennessee,Furniture,Bookcases,6,273.25,0.05,1557.52,985.24,572.28,Michael Walker,Consumer,Standard Class,2023,2023-02,5,3,0.36743027376855514
ORD-2024-101017,2024-05-21,2024-05-23,Central,Illinois,Furniture,Bookcases,3,209.26,0.0,627.78,403.42,224.36,Mallory Neal,Corporate,Standard Class,2024,2024-05,21,2,0.3573863455350601
ORD-2025-101018,2022-06-29,2022-07-02,Central,Michigan,Furniture,Tables,2,255.32,0.0,510.64,341.28,169.36,Shane Rose,Corporate,Second Class,2022,2022-06,26,3,0.33166222779257404
ORD-2026-101019,2023-12-02,2023-12-09,East,New York,Furniture,Bookcases,3,276.12,0.1,745.52,538.12,207.4,Eric Moore,Consumer,Standard Class,2023,2023-12,48,7,0.2781950853095826
ORD-2024-101020,2024-01-27,2024-01-30,Central,Michigan,Technology,Computers,3,934.34,0.0,2803.02,1576.02,1227.0,Crystal Pitts,Consumer,Standard Class,2024,2024-01,4,3,0.4377421495387118
ORD-2025-101021,2023-02-19,2023-02-21,West,Nevada,Office Supplies,Storage,1,17.25,0.1,15.53,7.92,7.61,Dale Knight,Corporate,Second Class,2023,2023-02,7,2,0.49001931745009664
ORD-2026-101022,2022-11-11,2022-11-13,West,California,Office Supplies,Paper,8,14.33,0.0,114.64,51.54,63.1,Robert Duncan PhD,Corporate,Standard Class,2022,2022-11,45,2,0.5504187020237264
ORD-2024-101023,2024-05-11,2024-05-14,East,Massachusetts,Office Supplies,Labels,3,19.83,0.1,53.54,26.99,26.55,Zachary Montes,Consumer,Standard Class,2024,2024-05,19,3,0.4958909226746358
ORD-2025-101024,2022-10-03,2022-10-08,South,Georgia,Office Supplies,Labels,4,18.37,0.05,69.81,31.88,37.93,Jared Whitney,Corporate,First Class,2022,2022-10,40,5,0.5433319008738003
ORD-2026-101025,2023-02-13,2023-02-16,East,New Jersey,Technology,Copiers,3,803.69,0.15,2049.41,1375.66,673.75,Calvin Dodson,Consumer,Standard Class,2023,2023-02,7,3,0.32875315334657296
ORD-2024-101026,2024-06-12,2024-06-17,South,North Carolina,Technology,Phones,2,784.6,0.2,1255.36,971.52,283.84,Christopher Henry,Consumer,First Class,2024,2024-06,24,5,0.2261024725975019
ORD-2025-101027,2023-11-26,2023-11-29,West,California,Technology,Computers,6,638.17,0.2,3063.22,2220.74,842.48,Anna Higgins,Corporate,Standard Class,2023,2023-11,47,3,0.27503084988998505
ORD-2026-101028,2024-01-10,2024-01-13,East,Pennsylvania,Technology,Computers,1,603.4,0.15,512.89,367.41,145.48,Nicole Williams,Corporate,Second Class,2024,2024-01,2,3,0.2836475657548402
ORD-2024-101029,2024-02-13,2024-02-16,East,New York,Office Supplies,Binders,2,18.66,0.0,37.32,16.24,21.08,Janet Wilson,Home Office,Standard Class,2024,2024-02,7,3,0.5648445873526259
ORD-2025-101030,2023-11-13,2023-11-16,East,New York,Technology,Accessories,3,832.82,0.05,2373.54,1547.13,826.41,Elizabeth Mercer,Corporate,First Class,2023,2023-11,46,3,0.34817614196516594
